internal_id,external_id,subject,topic,difficulty,question_text,option_count,option_a,option_b,option_c,option_d,option_e,options_json,answer_index_zero_based,answer_letter,answer_text,explanation,explanation_status,diagram_url,audit_explicit_visual_hold,audit_hold_reason,source_id,source_slug,source_label,source_type,source_active,question_created_at
"1050010","kairo-csv-biology_0210","Biology","Heredity","easy","The probability of a baby being a boy or a girl depends on the contribution of the","4","father's sex cell","father's somatic chromosome","mother's sex cell","mother's X-chromosome","","[""father's sex cell"",""father's somatic chromosome"",""mother's sex cell"",""mother's X-chromosome""]","0","A","father's sex cell","In humans, biological sex is determined by the X and Y chromosomes. A mother can only pass on an X chromosome through her egg. The father, however, has both an X and a Y chromosome. Therefore, the sex of the baby is entirely dependent on whether the father's sex cell (sperm) fertilizing the egg happens to carry an X chromosome (making a girl) or a Y chromosome (making a boy).","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050011","kairo-csv-biology_0211","Biology","Theories of evolution","easy","Darwin is considered the first scientist who correctly explained the theory of","4","special creation","spontaneous generation","use and disuse","organic evolution","","[""special creation"",""spontaneous generation"",""use and disuse"",""organic evolution""]","3","D","organic evolution","Charles Darwin is famous for proposing the theory of organic evolution by means of natural selection. He explained how species change biologically over time because nature selects the organisms best adapted to survive and reproduce.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050012","kairo-csv-biology_0212","Biology","Heredity","easy","Both recessive and dominant characters are found","4","on different chromosomes in the cell","at the same locus of a homologous chromosome","at different loci of a homologous chromosome","on the same chromatid in a chromosome","","[""on different chromosomes in the cell"",""at the same locus of a homologous chromosome"",""at different loci of a homologous chromosome"",""on the same chromatid in a chromosome""]","1","B","at the same locus of a homologous chromosome","Traits are controlled by pairs of genes called alleles, which can be dominant or recessive. For these alleles to interact and determine a specific trait (like eye colour), they must be located at the exact same spot (locus) on matching pairs of chromosomes (homologous chromosomes).","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050013","kairo-csv-biology_0214","Biology","Excretion","easy","Urea formation occurs in the","4","heart","liver","lung","kidney","","[""heart"",""liver"",""lung"",""kidney""]","1","B","liver","This is a classic exam trap! While the kidney excretes urea in urine, the liver actually produces it. Through a process called deamination, the liver breaks down toxic excess amino acids into ammonia, and then quickly converts that ammonia into less toxic urea via the ornithine cycle.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050014","kairo-csv-biology_0215","Biology","Plant and mammal structure","easy","Viviparity occurs mainly in the","4","mammals","reptiles","aves","amphibians","","[""mammals"",""reptiles"",""aves"",""amphibians""]","0","A","mammals","Viviparity means giving birth to live young that have developed inside the mother's body, receiving nutrients directly from her (usually via a placenta). This internal development and live birth is a hallmark defining characteristic of most mammals.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050015","kairo-csv-biology_0216","Biology","Natural habitats","easy","An association between the root nodule of a leguminous plant and rhizobium sp , is known as","4","commensalism","mycorrhiza","parasitism","symbiosis","","[""commensalism"",""mycorrhiza"",""parasitism"",""symbiosis""]","3","D","symbiosis","The Rhizobium bacteria fix atmospheric nitrogen into a usable form for the legume, while the plant provides the bacteria with carbohydrates and a safe home in its root nodules. Since both organisms mutually benefit from living closely together, this is a classic example of symbiosis (specifically mutualism).","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050016","kairo-csv-biology_0217","Biology","Nutrition and digestion","easy","The enzyme invertase will hydrolyze sucrose to give","4","maltose and glucose","glycerol and fatty acid","glucose and fructose","mannose and galactose","","[""maltose and glucose"",""glycerol and fatty acid"",""glucose and fructose"",""mannose and galactose""]","2","C","glucose and fructose","Sucrose (common table sugar) is a complex sugar known as a disaccharide. When the enzyme invertase (also called sucrase) acts on it during digestion, it breaks the chemical bond to yield its two simple monosaccharide building blocks: glucose and fructose.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050017","kairo-csv-biology_0218","Biology","Respiration","easy","When yeast respire anaerobically, it converts simple sugar to carbon (IV) oxide and","4","oxygen","acid","alcohol","water","","[""oxygen"",""acid"",""alcohol"",""water""]","2","C","alcohol","When yeast breaks down glucose without oxygen (anaerobic respiration or fermentation), it produces carbon (IV) oxide gas and alcohol (ethanol). This exact biological pathway is harnessed by brewers and bakers to make beer alcoholic and cause bread to rise!","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050018","kairo-csv-biology_0219","Biology","Evolution and classification","easy","Most monocots are easily recognized by their","4","short leaves with petioles","long and sword-like leaves","long and palm like leaves","short with veinlets","","[""short leaves with petioles"",""long and sword-like leaves"",""long and palm like leaves"",""short with veinlets""]","1","B","long and sword-like leaves","Monocotyledonous plants, such as grasses, maize, and sugar cane, typically feature long, narrow, sword-like leaves with parallel veins running along their length. In contrast, dicots usually have broader leaves with a branching network of veins.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050019","kairo-csv-biology_0220","Biology","Evolution and classification","easy","The role of the male adult honey bee is to","4","clean the hive","ventilate the hive","mate with the queen","care for the young","","[""clean the hive"",""ventilate the hive"",""mate with the queen"",""care for the young""]","2","C","mate with the queen","In a highly organized honey bee colony, the male bees (called drones) have only one primary biological purpose: to fly out and fertilize a receptive queen on her mating flight. They do not have stingers, cannot forage for food, and do no work within the hive.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050020","kairo-csv-biology_0221","Biology","Plant and mammal structure","easy","The mode of feeding in Amoeba and Hydra is","4","heterotrophic","holophytic","autotrophic","symbiotic","","[""heterotrophic"",""holophytic"",""autotrophic"",""symbiotic""]","0","A","heterotrophic","Both Amoeba (a single-celled protozoan) and Hydra (a simple multicellular animal) cannot manufacture their own food. They must feed on other ready-made organic matter in their environment. This mode of feeding, where you rely on others for nutrition, is broadly called heterotrophic nutrition.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050021","kairo-csv-biology_0222","Biology","Plant and mammal structure","easy","The part labelled II is the","4","fenestra ovalis","middle ear canal","internal auditrory meatus","ear ossicles","","[""fenestra ovalis"",""middle ear canal"",""internal auditrory meatus"",""ear ossicles""]","3","D","ear ossicles","In standard JAMB diagrams of the human ear, the structures immediately following the eardrum (tympanic membrane) in the middle ear are the three tiny bones: the malleus, incus, and stapes. Collectively, these are the ear ossicles. Their job is to bridge the gap and mechanically amplify sound vibrations from the outer ear to the inner ear.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050022","kairo-csv-biology_0223","Biology","Support and movement","easy","The structure above represents a","4","caudal vertebra","lumbar vertebra","thoracic vertebra","cervical vertebra","","[""caudal vertebra"",""lumbar vertebra"",""thoracic vertebra"",""cervical vertebra""]","1","B","lumbar vertebra","When dealing with vertebrae diagrams in UTME, look for defining features! A lumbar vertebra (found in the lower back) is characterized by a massive, thick centrum to support body weight, and large, wing-like transverse processes for the attachment of heavy back muscles. If you see those, it's definitely lumbar.","approved","/manus-storage/biology-lumbar-vertebra-neutral_f7b1ba17.png","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050023","kairo-csv-biology_0224","Biology","Evolution and classification","easy","Amphibians are normally found","4","on dry land and water","in water and on moist land","on moist land","in water","","[""on dry land and water"",""in water and on moist land"",""on moist land"",""in water""]","1","B","in water and on moist land","The word amphibian literally means both kinds of life. Frogs, toads, and salamanders start their lives in water (using gills) and usually move to land as adults (using lungs and skin). However, their skin must remain moist for gas exchange, and they must return to water to lay their jelly-like eggs. Thus, in water and on moist land perfectly describes their habitat.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050024","kairo-csv-biology_0225","Biology","Plant and mammal structure","easy","Salts and water are absorbed in the roots and transported to leaves by","4","diffusion through the xylem tissues","osmosis through the phloem tissues","diffusion through the phloem tissues","osmosis through the xylem tissues","","[""diffusion through the xylem tissues"",""osmosis through the phloem tissues"",""diffusion through the phloem tissues"",""osmosis through the xylem tissues""]","3","D","osmosis through the xylem tissues","Water first enters the root hairs from the soil primarily by osmosis (moving from a higher water potential in the soil to a lower one in the root). Once inside, this water, along with dissolved mineral salts, is pulled upwards to the leaves through the dead, hollow tubes of the xylem tissues.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050025","kairo-csv-biology_0226","Biology","Adaptations of organisms","easy","The most important adaptation of xerophytes is the ability of the protoplasm to","4","resist being damaged by loss of water","store sugar and minerals in the vacuoles","absorbs water and swell","shrink from the cell wall","","[""resist being damaged by loss of water"",""store sugar and minerals in the vacuoles"",""absorbs water and swell"",""shrink from the cell wall""]","0","A","resist being damaged by loss of water","Xerophytes are extreme survivors; they live in deserts where water is practically non-existent. While they have physical adaptations like thick cuticles and deep roots, their most crucial internal, physiological adaptation is having a specialized protoplasm that can tolerate severe desiccation (drying out) without dying, allowing the plant to revive when rains finally come.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050026","kairo-csv-biology_0227","Biology","Evolution and classification","easy","Which of following groups is the most advanced?","4","Pteridophytes","Bryophytes","Thallophytes","Gymnosperm","","[""Pteridophytes"",""Bryophytes"",""Thallophytes"",""Gymnosperm""]","3","D","Gymnosperm","To find the most advanced group, we look at the evolutionary timeline of plants: algae (Thallophytes) came first, then mosses (Bryophytes), then ferns (Pteridophytes), and finally seed-bearing plants (Gymnosperms and Angiosperms). Gymnosperms are the most advanced here because they reproduce using seeds (which protect the embryo) rather than simple spores, and they have fully developed vascular tissues.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050027","kairo-csv-biology_0228","Biology","Plant and mammal structure","easy","The veins of the leaf are formed by the","4","vascular bundles","cambium cells","palisade tissue","spongy mesophyll","","[""vascular bundles"",""cambium cells"",""palisade tissue"",""spongy mesophyll""]","0","A","vascular bundles","When you look at the veins running through a leaf, you are actually looking at the plant's plumbing system! These veins are structurally made of vascular bundles, which contain the xylem (for bringing water up) and the phloem (for carrying sugars away).","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050028","kairo-csv-biology_0229","Biology","Natural habitats","easy","The number of plants species obtained from a population study of a garden is as follows: Guinea grass (15), Ipomea spp (5), sida spp (7) and Imperata spp (23). What is the percentage of occurrence of Imperata spp ?","4","35%","16%","46%","23%","","[""35%"",""16%"",""46%"",""23%""]","2","C","46%","This is a simple frequency calculation. First, find the total number of all plants: 15 + 5 + 7 + 23 = 50 total plants. Next, divide the number of Imperata spp (23) by the total (50), and multiply by 100 to get the percentage. The math is: (23 / 50) x 100 = 46%. Don't rush the arithmetic!","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050029","kairo-csv-biology_0230","Biology","Natural habitats","easy","The distribution of plants in a rain forest is governed mainly by","4","vegetation","soil types","amount of sunlight","rainfall pattern","","[""vegetation"",""soil types"",""amount of sunlight"",""rainfall pattern""]","2","C","amount of sunlight","While it is called a rain forest, rainfall is abundant and continuous everywhere in this biome. Therefore, water is not the limiting factor. Because the tree canopy is so incredibly thick, the major fierce competition among plants is for the limited sunlight filtering down. This competition for light creates the distinct stratification (layers) seen in rainforests.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050030","kairo-csv-biology_0231","Biology","Adaptations of organisms","easy","The ability of an organism to live successfully in an environment is known as","4","resistance","competition","succession","adaptation","","[""resistance"",""competition"",""succession"",""adaptation""]","3","D","adaptation","Survival in a specific environment relies on the organism having suitable biological characteristics to cope with those specific conditions. This possession or adjustment of traits (whether physical or behavioral) that allows an organism to thrive is precisely defined as adaptation.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050031","kairo-csv-biology_0232","Biology","Evolution and classification","easy","Water fleas, wood lice and barnacles belong to the group?","4","arachnida","crustacea","insecta","chilopoda","","[""arachnida"",""crustacea"",""insecta"",""chilopoda""]","1","B","crustacea","These organisms are all jointed-legged invertebrates (arthropods) that are primarily adapted to aquatic or highly moist environments. The defining trait tying them together (even the terrestrial woodlouse) is that they possess two pairs of antennae and breathe using gills or gill-like structures, which places them squarely in the class Crustacea.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050032","kairo-csv-biology_0233","Biology","Humans and environment","easy","The factor that least affects food shortages in sub-saharan Africa is","4","flooding","pests","mixed-cropping","drought","","[""flooding"",""pests"",""mixed-cropping"",""drought""]","2","C","mixed-cropping","You have to read the question carefully here — it asks what least affects (causes) food shortages. Mixed-cropping is an advanced agricultural technique where different complementary crops are planted together. It actually improves soil fertility, maximizes land use, and prevents total crop failure, thereby actively reducing food shortages! The other options are destructive forces.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050033","kairo-csv-biology_0234","Biology","Humans and environment","easy","The greatest influence on a stable ecosystem in nature is exerted by","4","man","pollution","animals","rainfall","","[""man"",""pollution"",""animals"",""rainfall""]","0","A","man","While natural abiotic and biotic factors shape ecosystems, human beings (man) exert the most rapid, drastic, and often irreversible influence. Through large-scale agriculture, deforestation, industrialization, and urbanization, human activity can permanently alter or destroy a stable ecosystem faster than any other natural environmental force.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050034","kairo-csv-biology_0235","Biology","Plant and mammal structure","easy","The transportation of oxygen and carbon (IV) oxide in mammals is carried out by","4","leucocytes","thrombocytes","phagocytes","erythrocytes","","[""leucocytes"",""thrombocytes"",""phagocytes"",""erythrocytes""]","3","D","erythrocytes","Erythrocytes (red blood cells) are biologically designed for gas transport. They lack a nucleus to make room for hemoglobin, an iron-containing protein that binds beautifully with oxygen (forming oxyhemoglobin) and can also carry a portion of carbon (IV) oxide back to the lungs. No other blood cell performs this transport role.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050035","kairo-csv-biology_0236","Biology","Plant and mammal structure","easy","Which of the following is likely to encourage inbreeding in plants?","4","Dioecious","Protandrous","Monoecious","Hermaphrodite","","[""Dioecious"",""Protandrous"",""Monoecious"",""Hermaphrodite""]","3","D","Hermaphrodite","Inbreeding in plants occurs through self-pollination. A hermaphrodite (bisexual) flower is built with both the male stamen and female pistil housed together inside the very same flower. Because they share such a tight physical space, it is incredibly easy for the flower's own pollen to simply fall onto its own stigma, heavily encouraging inbreeding.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050036","kairo-csv-biology_0237","Biology","Plant and mammal structure","easy","When specimen X is mixed with few drops of iodine solution, the appearance of a blue-black colour confirms that X is","4","galactose","starch","sucrose","glucose","","[""galactose"",""starch"",""sucrose"",""glucose""]","1","B","starch","This is the classic, definitive biochemical test for starch! Iodine solution is naturally a yellowish-brown color. However, when it interacts with the complex, spiraled molecular structure of starch, it slips inside the coils and instantly produces a deep blue-black color complex.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"1050037","kairo-csv-biology_0238","Biology","Natural habitats","easy","The physical space occupied by an organism together with its functional role in community can be described as","4","environment","biome","niche","habitat","","[""environment"",""biome"",""niche"",""habitat""]","2","C","niche","While its physical address is its habitat, an organism's profession (what it eats, what eats it, its active times, and how it interacts with the environment) combined with that space forms its complete ecological niche.","approved","","no","","12330001","authorised-1-1786922522370","Kairo · user-supplied final CSV · August 2026 · Batch 1 of 2","authorised","1","2026-08-16T23:22:02.000Z"
"450057","owner-aug15-biology-biology-100-md-1","Biology","Cell Structure — Prokaryotic vs Eukaryotic","medium","Which of the following is NOT found in prokaryotic cells?","5","Ribosomes","Mitochondria","Cell membrane","Cytoplasm","Nucleoid region","[""Ribosomes"",""Mitochondria"",""Cell membrane"",""Cytoplasm"",""Nucleoid region""]","1","B","Mitochondria","Mitochondria are membrane-bound organelles found exclusively in eukaryotic cells as the sites of aerobic respiration and ATP production. Prokaryotic cells (bacteria, archaea) lack a true nucleus and all membrane-bound organelles, including mitochondria — instead, they carry out respiration using their cell membrane (cristae-equivalent invaginations called mesosomes in some bacteria). All cells (prokaryotic and eukaryotic) possess ribosomes (for protein synthesis), cell membranes, cytoplasm, and genetic material (nucleoid in prokaryotes, nucleus in eukaryotes). This prokaryote-eukaryote structural distinction is foundational to cell biology across all JAMB Biology papers.\n\n---","approved","","no","","8280001","authorised-1-1786813128674","JAMB Quest Science Bank · Owner batch · August 2026 · duplicate-safe","authorised","1","2026-08-15T16:58:48.000Z"
"450066","owner-aug15-biology-biology-100-md-10","Biology","Genetics — Monohybrid Cross","medium","In a cross between a homozygous dominant (AA) and a homozygous recessive (aa) individual, what proportion of the F1 offspring are heterozygous?","4","0%","25%","50%","100%","","[""0%"",""25%"",""50%"",""100%""]","3","D","100%","All F1 offspring from AA × aa will be Aa (heterozygous), since each parent contributes one allele: the dominant parent contributes A and the recessive parent contributes a, producing only Aa genotypes. The F1 generation will show 100% dominant phenotype (since Aa expresses the dominant trait) but 100% heterozygosity in genotype. If F1 × F1 (Aa × Aa) crosses are then performed, the F2 generation will segregate to 25% AA : 50% Aa : 25% aa (1:2:1 ratio), with 75% dominant phenotype and 25% recessive. This distinction between F1 (100% heterozygous) and F2 (segregating) generations is fundamental to Mendelian genetics and frequently tested across JAMB Biology.\n\n---","approved","","no","","8280001","authorised-1-1786813128674","JAMB Quest Science Bank · Owner batch · August 2026 · duplicate-safe","authorised","1","2026-08-15T16:58:48.000Z"
"450155","owner-aug15-biology-biology-100-md-100","Biology","Evolution — Evidence from Comparative Embryology","medium","Homologous structures in different species that arise from common ancestral structures are evidence for:","4","Convergent evolution","Common descent","Artificial selection","Mutagenesis","","[""Convergent evolution"",""Common descent"",""Artificial selection"",""Mutagenesis""]","1","B","Common descent","Homologous structures (like the forelimbs of humans, bats, whales, and birds, or the pentadactyl limb plan shared across tetrapods) are structures that are similar in origin and fundamental structure, despite different functions — their similarity is best explained by descent from a common ancestor that possessed the original structure, which then diverged through modification in different lineages. This is distinct from analogous structures (wings of insects and birds, which look similar functionally but evolved independently), which exemplify convergent evolution. Comparative embryology reinforces homology: embryos of different species often show more structural similarity than adults, reflecting shared developmental origins — for example, human embryos have pharyngeal pouches, a notochord, and other chordate structures that persist or are modified in the adult form. This comparative-anatomical and embryological evidence for homology is a pillar supporting evolutionary theory and is extensively tested in JAMB Evolution questions.\n\n---\n\n*End of 100-question Biology set. All questions verified against source PDF data before inclusion.","approved","","no","","8280001","authorised-1-1786813128674","JAMB Quest Science Bank · Owner batch · August 2026 · duplicate-safe","authorised","1","2026-08-15T16:58:48.000Z"
"450067","owner-aug15-biology-biology-100-md-11","Biology","Genetics — Test Cross","medium","A test cross involves crossing an organism with a dominant phenotype with:","4","A homozygous dominant individual","A homozygous recessive individual","A heterozygote","The same organism (self-cross)","","[""A homozygous dominant individual"",""A homozygous recessive individual"",""A heterozygote"",""The same organism (self-cross)""]","1","B","A homozygous recessive individual","A test cross (or back cross to the recessive parent) crosses an individual showing the dominant phenotype (genotype could be AA or Aa, unknown) with a homozygous recessive individual (aa). The results reveal the unknown genotype: if the dominant individual is AA, all offspring are Aa (all dominant phenotype); if the dominant individual is Aa, offspring are 50% Aa (dominant) and 50% aa (recessive). This 1:1 ratio of dominant:recessive phenotypes in the offspring proves the original individual was heterozygous. Test crosses are used diagnostically to determine the hidden genotype of individuals showing dominant phenotypes — this is one of the most practically useful Mendelian tools in genetics.\n\n---","approved","","no","","8280001","authorised-1-1786813128674","JAMB Quest Science Bank · Owner batch · August 2026 · duplicate-safe","authorised","1","2026-08-15T16:58:48.000Z"
"450068","owner-aug15-biology-biology-100-md-12","Biology","Evolution — Natural Selection","medium","The variation within a population that natural selection acts upon comes from:","4","Mutations","Gene flow","Genetic drift","Fertilization/sexual recombination","","[""Mutations"",""Gene flow"",""Genetic drift"",""Fertilization/sexual recombination""]","0","A","Mutations","Mutations are the ultimate source of genetic variation — they create new alleles that did not previously exist in the gene pool. While sexual recombination shuffles existing alleles into new combinations (providing immediate phenotypic variation), and gene flow introduces variation from other populations, ONLY mutations generate new alleles that can drive long-term evolutionary change. Natural selection then acts on this variation (from all sources) to increase frequency of advantageous traits and decrease deleterious ones. Without mutation, a population's genetic variation would eventually be exhausted through drift and selection. This hierarchy (mutation creates variation → recombination shuffles it → selection acts on it) is the foundation of evolutionary genetics.\n\n---","approved","","no","","8280001","authorised-1-1786813128674","JAMB Quest Science Bank · Owner batch · August 2026 · duplicate-safe","authorised","1","2026-08-15T16:58:48.000Z"
"450069","owner-aug15-biology-biology-100-md-13","Biology","Taxonomy — Classification Hierarchy","medium","Which of the following represents the correct hierarchy in the binomial classification system?","4","Kingdom → Phylum → Class → Order → Family → Genus → Species","Phylum → Kingdom → Order → Class → Family → Genus → Species","Species → Genus → Family → Order → Class → Phylum → Kingdom","Kingdom → Class → Phylum → Order → Family → Species → Genus","","[""Kingdom → Phylum → Class → Order → Family → Genus → Species"",""Phylum → Kingdom → Order → Class → Family → Genus → Species"",""Species → Genus → Family → Order → Class → Phylum → Kingdom"",""Kingdom → Class → Phylum → Order → Family → Species → Genus""]","0","A","Kingdom → Phylum → Class → Order → Family → Genus → Species","The correct Linnaean taxonomic hierarchy from broadest to most specific is: Kingdom → Phylum → Class → Order → Family → Genus → Species. A well-known mnemonic is ""King Philip Came Over For Good Soup"" (K-P-C-O-F-G-S). This hierarchical structure reflects evolutionary relationships and biological complexity — organisms in the same species are most closely related, while those in different kingdoms share only the most distant common ancestry. JAMB Biology frequently tests this hierarchy directly by asking for correct ordering or asking to identify the rank of a specific taxon in an example.\n\n---","approved","","no","","8280001","authorised-1-1786813128674","JAMB Quest Science Bank · Owner batch · August 2026 · duplicate-safe","authorised","1","2026-08-15T16:58:48.000Z"
"450070","owner-aug15-biology-biology-100-md-14","Biology","Excretion — Kidney Function","medium","In the human kidney, the ultrafiltration of blood occurs in the:","4","Loop of Henle","Glomerulus","Collecting duct","Proximal convoluted tubule","","[""Loop of Henle"",""Glomerulus"",""Collecting duct"",""Proximal convoluted tubule""]","1","B","Glomerulus","The glomerulus, a specialized capillary network enclosed by Bowman's capsule at the nephron's beginning, is where blood pressure forces small molecules (glucose, urea, water, ions) and water through the filtration membrane (endothelium, basement membrane, podocytes) into the Bowman's capsule — this process is ultrafiltration, producing an initial filtrate. Large molecules (proteins, blood cells) remain in the blood because they cannot pass through the filter. The Loop of Henle, proximal convoluted tubule, and collecting duct all perform selective reabsorption and secretion of specific substances from the filtrate, but not the initial bulk filtration. This distinction between ultrafiltration (passive, non-selective, in glomerulus) and reabsorption/secretion (active, selective, in tubules) is critical to understanding kidney physiology.\n\n---","approved","","no","","8280001","authorised-1-1786813128674","JAMB Quest Science Bank · Owner batch · August 2026 · duplicate-safe","authorised","1","2026-08-15T16:58:48.000Z"
"450071","owner-aug15-biology-biology-100-md-15","Biology","Support and movement","medium","A pivot joint in the human body is exemplified by the:","4","Shoulder joint","Elbow joint","Atlantoaxial joint (atlas-axis)","Knee joint","","[""Shoulder joint"",""Elbow joint"",""Atlantoaxial joint (atlas-axis)"",""Knee joint""]","2","C","Atlantoaxial joint (atlas-axis)","A pivot joint (or trochoid joint) allows rotation of one bone around another along a single axis, with one bone typically having a peg-like process fitting into a ring formed by the other bone and ligaments. The atlantoaxial joint (between the first cervical vertebra/atlas and second cervical vertebra/axis) is the classic example: the axis has an odontoid peg (dens) that fits into the atlas's anterior arch, allowing the head to rotate side-to-side (shaking ""no""). The shoulder is a ball-and-socket joint (multiaxial), the elbow is a hinge/ginglymus joint (uniaxial flexion-extension only), and the knee is also a modified hinge joint. Memorizing specific joint examples is essential for JAMB anatomy questions, particularly this atlas-axis/pivot joint relationship.\n\n---","approved","","no","","8280001","authorised-1-1786813128674","JAMB Quest Science Bank · Owner batch · August 2026 · duplicate-safe","authorised","1","2026-08-15T16:58:48.000Z"
"450072","owner-aug15-biology-biology-100-md-16","Biology","Coordination and control","medium","In a reflex arc, the impulse travels from the sensory receptor through which sequence?","4","Sensory neuron → Spinal cord → Motor neuron","Sensory neuron → Brain → Motor neuron","Motor neuron → Spinal cord → Sensory neuron","Sensory neuron → Motor neuron → Effector","","[""Sensory neuron → Spinal cord → Motor neuron"",""Sensory neuron → Brain → Motor neuron"",""Motor neuron → Spinal cord → Sensory neuron"",""Sensory neuron → Motor neuron → Effector""]","0","A","Sensory neuron → Spinal cord → Motor neuron","A reflex arc (the fastest neural pathway) transmits an impulse directly from a sensory receptor (via a sensory/afferent neuron) to the spinal cord, where one or more interneurons (relay neurons) synapse with a motor/efferent neuron, which carries the impulse to an effector (muscle or gland), producing a response — all without conscious brain involvement, which is why reflexes are so rapid. The brain receives sensory information about the reflex action *after* it has already occurred. This spinal reflex bypass explains why you withdraw your hand from a hot surface before ""feeling"" the pain — the pain sensation reaches the brain (causing emotional response and conscious awareness) only after the motor response has already fired. The key distinction is that the impulse route does NOT include the brain, only the spinal cord.\n\n---","approved","","no","","8280001","authorised-1-1786813128674","JAMB Quest Science Bank · Owner batch · August 2026 · duplicate-safe","authorised","1","2026-08-15T16:58:48.000Z"
